"Supplemental Table: APMV-1 complete fusion protein gene squences used for phylodynamic analysis. ""Order code"" corresponds to the host order categorization used for the host phylodynamic model (ANS = Anseriformes, CHI = Domestic chickens, COL = Columbiformes, GAL = other Galliformes, PSI = Psittaciformes, SUL = Suliformes, UN = Unspeficied)"												
Class	Genotype	GenBank Accession #	Isolate	Host	Order	Order Code	World Region	Country	US State	US Region	US Flyway	Year
II	Ib	JN653339	M4	muscovy duck	Anseriformes	ANS	East Asia	China	X	X	X	2007
II	Ib	KC503411	10EY0020	Northern Pintail	Anseriformes	ANS	East Asia	Japan	X	X	X	2010
II	Ib	KC503455	AK/44493-723	Northern Pintail	Anseriformes	ANS	North America	USA	AK	AK	PAC	2009
II	Ib	KC503467	AK/44493-801	Northern Pintail	Anseriformes	ANS	North America	USA	AK	AK	PAC	2009
II	Ib	KC503469	AK/44493-830	Northern Pintail	Anseriformes	ANS	North America	USA	AK	AK	PAC	2009
II	Ib	JX518874	MGA284C	red-billed teal	Anseriformes	ANS	Africa	Madagascar	X	X	X	2009
II	Ib	KF851270	AN/371502/11	Ruddy Shelduck	Anseriformes	ANS	Europe	Ukraine	X	X	X	2011
II	Ib	KC503422	AK/44332-723	spectacled eider	Anseriformes	ANS	North America	USA	AK	AK	PAC	2007
II	Ib	HG326605	NIE08-0121	spur-winged goose	Anseriformes	ANS	Africa	Nigeria	X	X	X	2008
II	Ib	KT892753	JL/CC02	swan goose	Anseriformes	ANS	East Asia	China	X	X	X	2013
II	Ib	KX352836	Novosibirskregion/320	teal	Anseriformes	ANS	Central Asia	Russia	X	X	X	2010
II	Ib	KF851269	Krasnooskilsky/5-11	teal	Anseriformes	ANS	Europe	Ukraine	X	X	X	2009
II	Ib	KU662357	Novosibirsk/27	Wild Garganey	Anseriformes	ANS	Central Asia	Russia	X	X	X	2014
II	Ib	HG326606	NIE08-0124	winged goose	Anseriformes	ANS	Africa	Nigeria	X	X	X	2008
II	Ib	KR869090	GX21	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	Ib	KT380032	NDRL0901	chicken	Galliformes	CHI	East Asia	South Korea	X	X	X	2010
II	Ib	this study	Florida/475985	avian	Unspecified	UN	North America	USA	FL	S	ATL	2007
II	Ib	KU601398	Tyuleniy-Island/109	Common murre	Charadriiformes	UN	Europe	Russia	X	X	X	2015
II	Ib	KC503481	538/FFNK10	coot	Gruiformes	UN	Eurasia	Russia	X	X	X	2007
II	Ib	JN872169	Pennsylvania/3167	environment	Unspecified	UN	North America	USA	PA	NE	ATL	2009
II	Ib	KT892754	JL/BC01	hooded crane	Gruiformes	UN	East Asia	China	X	X	X	2015
II	Ib	KT892755	JL/BC02	hooded crane	Gruiformes	UN	East Asia	China	X	X	X	2015
II	Ib	KC503482	Nikita/539/FFNK11	Slaty-backed Gull	Charadriiformes	UN	Eurasia	Russia	X	X	X	2007
II	Ib	JQ966083	WB/KU164	wild bird	Unspecified	UN	East Asia	South Korea	X	X	X	2009
II	Ic	KC808495	Chiapas/669-ZM09	chachalaca	Galliformes	GAL	Central America	Mexico	X	X	X	2009
II	Ic	KC808493	Chiapas667-ZM07	red lored Amazon parrot	Psittaciformes	PSI	Central America	Mexico	X	X	X	2009
II	Ic	GQ918280		black-headed gull	Charadriiformes	UN	Europe	Sweden	X	X	X	1994
II	Ic	EF564816	NJ/A/101-1383	red knot	Charadriiformes	UN	North America	USA	NJ	NE	ATL	2001
II	Ic	KC503478	9KS-0098	Slaty-backed Gull	Charadriiformes	UN	East Asia	Japan	X	X	X	2009
II	Id	KX857711	AI09-3831	American green-winged teal	Anseriformes	ANS	North America	USA	MN	MW	MIS	2009
II	Id	KC503476	AK/44500-136	Northern Pintail	Anseriformes	ANS	North America	USA	AK	AK	PAC	2009
II	Id	KC503480	Nikita/535/FFNK7	Ruddy Shelduck	Anseriformes	ANS	Eurasia	Russia	X	X	X	2007
II	Id	KC503479	Nikita/530/FFNK2	red poll	Passeriformes	UN	Eurasia	Russia	X	X	X	2008
II	Id	EF564817	DE/492	Ruddy Turnstone	Charadriiformes	UN	North America	USA	DE	NE	ATL	2002
II	III	GU182327	SPVC/Karachi/1	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	1974
II	III	this study	1161/S15/NovoSelo/	pigeon	Columbiformes	COL	Europe	Bulgaria	X	X	X	1995
II	IV	this study	1155/S15/Rodopi	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	1975
II	IV	this study	899/U2/Nigeria/Kano/1973-N52	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	1973
II	IV	MH092819	900/U2/Nigeria/Plateau/1973-N53	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	1973
II	IV	this study	901-NoCE/S9//FLD/1973-N54	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	1973
II	IX	AF456435	JS/1	goose	Anseriformes	ANS	East Asia	China	X	X	X	1997
II	IX	AF458009	FJ-1	chicken	Galliformes	CHI	East Asia	China	X	X	X	1985
II	IX	FJ436304	FJ01	chicken	Galliformes	CHI	East Asia	China	X	X	X	1985
II	IX	AF458023	ZhJ-1	chicken	Galliformes	CHI	East Asia	China	X	X	X	1985
II	IX	FJ436303	ZJ/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	1986
II	IX	FJ436305	JS/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	1997
II	Va	JN942036	NorthDakota/43084-25	turkey	Galliformes	GAL	North America	USA	ND	P	CEN	1992
II	Va	FJ705460	95DC02150	cormorant	Suliformes	SUL	North America	Canada	X	X	X	1995
II	Va	FJ705461	95DC2345	cormorant	Suliformes	SUL	North America	Canada	X	X	X	1995
II	Va	FJ705459	98CNN3-V1125	cormorant	Suliformes	SUL	North America	Canada	X	X	X	1998
II	Va	JN942038	Michigan/38819-5	cormorant	Suliformes	SUL	North America	USA	MI	MW	MIS	1992
II	Va	JN942035	NorthDakota/43888-6	cormorant	Suliformes	SUL	North America	USA	ND	P	CEN	1992
II	Va	FJ705457	CA/97-23071	cormorant	Suliformes	SUL	North America	USA	CA	W	PAC	1997
II	Va	JN872158	California/24270/97	cormorant	Suliformes	SUL	North America	USA	CA	W	PAC	1997
II	Va	JN942030	Wisconsin/28547	cormorant	Suliformes	SUL	North America	USA	WI	MW	MIS	1997
II	Va	JN872161	Wisconsin/498260-2/07	cormorant	Suliformes	SUL	North America	USA	WI	MW	MIS	1997
II	Va	JN942029	Wisconsin/248	cormorant	Suliformes	SUL	North America	USA	WI	MW	MIS	1998
II	Va	JN942026	NewYork/268898-7	Cormorant	Suliformes	SUL	North America	USA	NY	NE	ATL	2003
II	Va	JN942025	NewYork/269385	cormorant	Suliformes	SUL	North America	USA	NY	NE	ATL	2003
II	Va	JN942023	Oregon/276236-7	cormorant	Suliformes	SUL	North America	USA	OR	W	PAC	2003
II	Va	JN942021	Nevada/395921	cormorant	Suliformes	SUL	North America	USA	NV	W	PAC	2005
II	Va	FJ705463	NV/19529-04	cormorant	Suliformes	SUL	North America	USA	NV	W	PAC	2005
II	Va	JN942020	Oregon/399448	cormorant	Suliformes	SUL	North America	USA	OR	W	PAC	2005
II	Va	JN872159	Wisconsin/451287-11/06	cormorant	Suliformes	SUL	North America	USA	WI	MW	MIS	2006
II	Va	GU332655	496	cormorant	Suliformes	SUL	North America	USA	USA	USA	USA	2008
II	Va	GU332662	503	cormorant	Suliformes	SUL	North America	USA	USA	USA	USA	2008
II	Va	GU332663	506	cormorant	Suliformes	SUL	North America	USA	USA	USA	USA	2008
II	Va	JN941991	Wisconsin/1718	cormorant	Suliformes	SUL	North America	USA	WI	MW	MIS	2008
II	Va	JN942097	Wisconsin/1926	cormorant	Suliformes	SUL	North America	USA	WI	MW	MIS	2008
II	Va	KC130083	Delaware/39840-2	cormorant	Suliformes	SUL	North America	USA	DE	NE	ATL	2010
II	Va	JN941988	Florida/66638	cormorant	Suliformes	SUL	North America	USA	FL	S	ATL	2010
II	Va	JN255774	MA/650	cormorant	Suliformes	SUL	North America	USA	MA	NE	ATL	2010
II	Va	JN255775	MA/651	cormorant	Suliformes	SUL	North America	USA	MA	NE	ATL	2010
II	Va	JN255781	ME/658	cormorant	Suliformes	SUL	North America	USA	ME	NE	ATL	2010
II	Va	JN255782	ME/659	cormorant	Suliformes	SUL	North America	USA	ME	NE	ATL	2010
II	Va	JN255784	MN/648	cormorant	Suliformes	SUL	North America	USA	MN	MW	MIS	2010
II	Va	JN255785	HN/652	cormorant	Suliformes	SUL	North America	USA	USA	USA	USA	2010
II	Va	KC433530	Florida/41105	cormorant	Suliformes	SUL	North America	USA	FL	S	ATL	2012
II	Va	KC433532	Florida/42884	cormorant	Suliformes	SUL	North America	USA	FL	S	ATL	2012
II	Va	KC433531	Minnesota/29087-8	cormorant	Suliformes	SUL	North America	USA	MN	MW	MIS	2012
II	Va	FJ705458	CA/D9704285	cormorant	Suliformes	SUL	North America	USA	CA	W	PAC	1997
II	Va	FJ705456	MN/92-40140	cormorant	Suliformes	SUL	North America	USA	MN	MW	MIS	1992
II	Va	FJ705462	WI/18719-03-USGS	cormorant	Suliformes	SUL	North America	USA	WI	MW	MIS	2006
II	Va	JN255777	HN/654	Great Cormorant	Suliformes	SUL	North America	USA	USA	USA	USA	2010
II	Va	JN255778	655	great black-backed gull	Charadriiformes	UN	North America	USA	USA	USA	USA	2010
II	Va	JN255779	656	Herring Gull	Charadriiformes	UN	North America	USA	USA	USA	USA	2010
II	Va	JN941993	Wisconsin/2415-02	pelican	Pelecaniformes	UN	North America	USA	WI	MW	MIS	2008
II	Vb	KJ123642	SJM/75	chicken	Galliformes	CHI	South America	Brazil	X	X	X	1975
II	Vb	this study	1156/S15/ElovDol	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	1981
II	Vb	this study	1159/S15/Furen	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	1988
II	Vb	AY288993	15	chicken	Galliformes	CHI	Central America	Honduras	X	X	X	2000
II	Vb	JN872181	44813	chicken	Galliformes	CHI	Central America	Honduras	X	X	X	2000
II	Vb	JN872194	498109-15	chicken	Galliformes	CHI	Central America	Honduras	X	X	X	2007
II	Vb	EU518680	458	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	1988
II	Vb	AY288999	37821	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	1996
II	Vb	EU518681	459	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2000
II	Vb	JN942028	51735-8	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2000
II	Vb	EU518677	Torreon/453	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2000
II	Vb	KY284094	14-364-14-377	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2014
II	Vb	JQ247691	Ca/2098	chicken	Galliformes	CHI	North America	USA	CA	W	PAC	1971
II	Vb	JN872192	California/211472-4	chicken	Galliformes	CHI	North America	USA	CA	W	PAC	2002
II	Vb	this study	1157/S15/Septemvritsi	pigeon	Columbiformes	COL	Europe	Bulgaria	X	X	X	1982
II	Vb	JN942027	95066-9	fighting cock	Galliformes	GAL	Central America	Nicaragua	X	X	X	2001
II	Vb	AY562987	CA/211472	gamefowl	Galliformes	GAL	North America	USA	CA	W	PAC	2002
II	Vb	EF520718	CA/212676	gamefowl	Galliformes	GAL	North America	USA	CA	W	PAC	2002
II	Vb	JN942045	4438-4	turkey	Galliformes	GAL	Central America	Belize	X	X	X	2008
II	Vb	JN942042	California/16365	Amazon parrot	Psittaciformes	PSI	North America	USA	CA	W	PAC	1981
II	Vb	JN942039	California/28936	Amazon parrot	Psittaciformes	PSI	North America	USA	CA	W	PAC	1988
II	Vb	JN942032	Missouri/31378	Amazon parrot	Psittaciformes	PSI	North America	USA	MO	MW	MIS	1996
II	Vb	KF767470	12567	blue-fronted parrot	Psittaciformes	PSI	South America	Argentina	X	X	X	1976
II	Vb	KF767468	Florida-5682-C275-H3	greeneekedparakeet	Psittaciformes	PSI	North America	USA	FL	S	ATL	1985
II	Vb	JN872189	Colorado/8278	parrot	Psittaciformes	PSI	North America	USA	CO	P	CEN	1982
II	Vb	JN942040	NewJersey/19674-2	parrot	Psittaciformes	PSI	North America	USA	NJ	NE	ATL	1986
II	Vb	AY562990	Largo	Psittacine	Psittaciformes	PSI	North America	USA	USA	USA	USA	1971
II	Vb	JN967789	Indiana/29120	psittacine	Psittaciformes	PSI	North America	USA	IN	MW	MIS	1980
II	Vb	KF767469	17741	yellow cheeked amazon	Psittaciformes	PSI	Central America	Mexico	X	X	X	1976
II	Vc	KC808511	Chiapas/675-ZM15	tree duck	Anseriformes	ANS	Central America	Mexico	X	X	X	2009
II	Vc	KJ577136	Chimalhuacan	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	1973
II	Vc	EU518683	EstadodeMexico/465	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2005
II	Vc	EU518684	EstadodeMexico/466	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2006
II	Vc	KF910963	M08-3313	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2008
II	Vc	this study	NDVEL/01	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2009
II	Vc	JQ697743	MX/NC02-634	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2010
II	Vc	JQ697744	MX/NC04-635	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2010
II	Vc	JX974435		chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2010
II	Vc	this study	NC/23/11/686	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2011
II	Vc	HM117720	NDV-P05	chicken	Galliformes	CHI	Central America	Mexico	X	X	X	2005
II	Vc	EU518682	DistritoFederal/462	Dove	Columbiformes	COL	Central America	Mexico	X	X	X	2004
II	Vc	this study	I09-0364/617	gamefowl	Galliformes	GAL	Central America	Mexico	X	X	X	2006
II	Vc	this study	I09-0365/618	gamefowl	Galliformes	GAL	Central America	Mexico	X	X	X	2006
II	Vc	KC808508	616	gamefowl	Galliformes	GAL	Central America	Mexico	X	X	X	2008
II	Vc	KC808509	DF/619	gamefowl	Galliformes	GAL	Central America	Mexico	X	X	X	2008
II	Vc	KC808512	615	quail	Galliformes	GAL	Central America	Mexico	X	X	X	2009
II	Vc	KC808510	Chiapas/672-ZM12	scarlet macaw	Psittaciformes	PSI	Central America	Mexico	X	X	X	2009
II	Vd	JQ217418	A89	chicken	Galliformes	CHI	Africa	Kenya	X	X	X	2010
II	Vd	HG937571	MU013	chicken	Galliformes	CHI	Africa	Uganda	X	X	X	2011
II	Vd	HG937572	MU019	chicken	Galliformes	CHI	Africa	Uganda	X	X	X	2011
II	Vd	HG937573	MU024	chicken	Galliformes	CHI	Africa	Uganda	X	X	X	2011
II	Vd	HG937580	MU040	chicken	Galliformes	CHI	Africa	Uganda	X	X	X	2011
II	VI	AY288997	139	chicken	Galliformes	CHI	Africa	Kenya	X	X	X	1990
II	VI	HM776583	JN	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2008
II	VI	KJ525675	SX/P2	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VI	KU885390	Bhopal	pigeon	Columbiformes	COL	South Asia	India	X	X	X	2015
II	VI	KU377533	10VIR7155	Turtle Dove	Columbiformes	COL	Europe	Italy	X	X	X	2010
II	VI	KU377535	12VIR1876-1	Turtle Dove	Columbiformes	COL	Europe	Italy	X	X	X	2012
II	VI	KU377536	12VIR604	Turtle Dove	Columbiformes	COL	Europe	Italy	X	X	X	2012
II	VIa	HM625835	SS	duck	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIa	HM748948	SD5	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIa	JN872153	California/1083-Fontana/ancestral	chicken	Galliformes	CHI	North America	USA	CA	W	PAC	1971
II	VIa	JN872177	Massachusetts/344783-3	chicken	Galliformes	CHI	North America	USA	MA	NE	ATL	2004
II	VIa	JX901321	PA/0503	chicken	Galliformes	CHI	North America	USA	PA	NE	ATL	2005
II	VIa	JX901372	PA/0901	chicken	Galliformes	CHI	North America	USA	PA	NE	ATL	2009
II	VIa	GU551934	carrier-Guandong	carrier pigeon	Columbiformes	COL	East Asia	China	X	X	X	2008
II	VIa	AY288995	2736	dove	Columbiformes	COL	Europe	Italy	X	X	X	2000
II	VIa	GQ429293	2736	Dove	Columbiformes	COL	Europe	Italy	X	X	X	2000
II	VIa	JN872166	VIR24	dove	Columbiformes	COL	Europe	Italy	X	X	X	2008
II	VIa	JX901314	103	dove	Columbiformes	COL	North America	USA	USA	USA	USA	2001
II	VIa	JN872167	FL/455682-2	dove	Columbiformes	COL	North America	USA	FL	S	ATL	2006
II	VIa	JN942000	/Florida/1287	dove	Columbiformes	COL	North America	USA	FL	S	ATL	2008
II	VIa	EU477188	TX-B/2580	Dove	Columbiformes	COL	North America	USA	TX	S	CEN	2004
II	VIa	EU477195	TX6295	Eurasian collared dove	Columbiformes	COL	North America	USA	TX	S	CEN	2006
II	VIa	EU477191	TX3988	Eurasian collared dove	Columbiformes	COL	North America	USA	TX	S	CEN	2005
II	VIa	EU477192	TX4156	Eurasian collared dove	Columbiformes	COL	North America	USA	TX	S	CEN	2005
II	VIa	KU059752	TX3988	Eurasian collared dove	Columbiformes	COL	North America	USA	TX	S	CEN	2004
II	VIa	JX901109	238	pigeon	Columbiformes	COL	Europe	Belgium	X	X	X	1998
II	VIa	JX901110	248	pigeon	Columbiformes	COL	Europe	Belgium	X	X	X	1998
II	VIa	JX901111	321	pigeon	Columbiformes	COL	Europe	Belgium	X	X	X	1998
II	VIa	JX901119	1824	pigeon	Columbiformes	COL	Europe	Belgium	X	X	X	2005
II	VIa	JX901120	03936-8	pigeon	Columbiformes	COL	Europe	Belgium	X	X	X	2005
II	VIa	JX901121	4943	pigeon	Columbiformes	COL	Europe	Belgium	X	X	X	2007
II	VIa	JX901122	11-07574	pigeon	Columbiformes	COL	Europe	Belgium	X	X	X	2011
II	VIa	JX901123	11-08304	pigeon	Columbiformes	COL	Europe	Belgium	X	X	X	2011
II	VIa	JX901124	11-09620	pigeon	Columbiformes	COL	Europe	Belgium	X	X	X	2011
II	VIa	JX244789	JM/11	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2000
II	VIa	GQ281085	JS-35	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2007
II	VIa	FJ766527	JS/16	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2007
II	VIa	GQ281086	WX-10	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2007
II	VIa	GQ281087	YZ-21	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2007
II	VIa	GQ281088	YZ-23	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2007
II	VIa	JX244798	104	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2008
II	VIa	JX244799	105	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2008
II	VIa	JX244800	106	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2008
II	VIa	JX486551	LJL/100605	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2010
II	VIa	KJ525672	SD/JN	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2010
II	VIa	JF713701	SD10	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2010
II	VIa	KX761865	HB1103	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	JX486550	LGD/110208	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	JX486555	LGD/110945	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	JX486553	LHLJ/110813	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	JX486554	LHLJ/110822	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	JX486552	LLN/110713	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	JQ268609	Miangyang12505	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	KJ782376	NM/0707	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	KJ525673	SD/JN	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	JQ979176	SDLC	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	JQ993431	SDS	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	KM374060	Shanghai/215	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2011
II	VIa	KM374057	Anhui/2365	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2012
II	VIa	KM374058	Anhui/2369	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2012
II	VIa	JX486557	LJL/120404	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2012
II	VIa	KT163264	SD/0132	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2012
II	VIa	KP861633	SD069	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2012
II	VIa	KT163261	SH/0163	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2012
II	VIa	JX094510	sms12	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2012
II	VIa	KM374061	Zhejiang/2036	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2012
II	VIa	KJ808819	BJ2013	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIa	KT381601	Guangdong/GZ287	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIa	KT381602	Guangdong/GZ288	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIa	KT381603	Guangdong/GZ290	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIa	KM374059	Guangxi/1015	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIa	KJ607166	LHLJ/131011	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIa	KJ607165	LHLJ/131237	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIa	KT163262	SH/0167	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIa	KT163263	SH/0168	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIa	KJ525674	SX/P1	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIa	KM374056	Yunnan/1111	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIa	KT381595	Guangdong/GM1	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2014
II	VIa	KT381606	Guangdong/GZ289	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2014
II	VIa	KT381604	Guangdong/GZ292	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2014
II	VIa	KT381592	Guangdong/GZ293	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2014
II	VIa	KU527559	Jilin/DH09	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2015
II	VIa	KU527560	Jilin/NG05	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2015
II	VIa	KX247376	SX-01	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2015
II	VIa	KU522142	VRLCU	pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2014
II	VIa	KJ736742	R75/98	pigeon	Columbiformes	COL	Europe	Germany	X	X	X	1998
II	VIa	GQ429292	AV324	pigeon	Columbiformes	COL	Europe	Ireland	X	X	X	1996
II	VIa	JN986839	IE/806	pigeon	Columbiformes	COL	Europe	Ireland	X	X	X	2004
II	VIa	AY288996	1166	pigeon	Columbiformes	COL	Europe	Italy	X	X	X	2000
II	VIa	KU377534	11VIR5795	pigeon	Columbiformes	COL	Europe	Italy	X	X	X	2011
II	VIa	KU377537	14VIR8258-2	pigeon	Columbiformes	COL	Europe	Italy	X	X	X	2014
II	VIa	HE972209	119	pigeon	Columbiformes	COL	Europe	Luxembourg	X	X	X	2006
II	VIa	HE972212	3821-1	pigeon	Columbiformes	COL	Europe	Luxembourg	X	X	X	2007
II	VIa	JN872183	Maryland/2075	pigeon	Columbiformes	COL	North America	USA	MD	NE	ATL	1998
II	VIa	JX901313	102	pigeon	Columbiformes	COL	North America	USA	USA	USA	USA	2001
II	VIa	JX901317	201	pigeon	Columbiformes	COL	North America	USA	USA	USA	USA	2002
II	VIa	JN872179	Nevada/241851	pigeon	Columbiformes	COL	North America	USA	NV	W	PAC	2003
II	VIa	JX901319	PA/0501	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2005
II	VIa	JX901320	PA/0502	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2005
II	VIa	JX901326	NJ/0604	pigeon	Columbiformes	COL	North America	USA	NJ	NE	ATL	2006
II	VIa	JX901328	NJ/0607	pigeon	Columbiformes	COL	North America	USA	NJ	NE	ATL	2006
II	VIa	JX901325	NY/0603	pigeon	Columbiformes	COL	North America	USA	NY	NE	ATL	2006
II	VIa	JX901323	PA/0601	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2006
II	VIa	JX901324	PA/0602	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2006
II	VIa	JX901327	PA/0605	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2006
II	VIa	JX901337	CT/0708	pigeon	Columbiformes	COL	North America	USA	CT	NE	ATL	2007
II	VIa	JX901349	MD/0719	pigeon	Columbiformes	COL	North America	USA	MD	NE	ATL	2007
II	VIa	JX901344	ME/0714	pigeon	Columbiformes	COL	North America	USA	ME	NE	ATL	2007
II	VIa	JN872160	Minnesota/511296	pigeon	Columbiformes	COL	North America	USA	MN	MW	MIS	2007
II	VIa	JX901342	MN/0713	pigeon	Columbiformes	COL	North America	USA	MN	MW	MIS	2007
II	VIa	JX901332	MO/0703	pigeon	Columbiformes	COL	North America	USA	MO	MW	MIS	2007
II	VIa	JX901336	NC/0707	pigeon	Columbiformes	COL	North America	USA	NC	S	ATL	2007
II	VIa	JX901339	NJ/0710	pigeon	Columbiformes	COL	North America	USA	NJ	NE	ATL	2007
II	VIa	JX901351	NJ/0721	pigeon	Columbiformes	COL	North America	USA	NJ	NE	ATL	2007
II	VIa	JX901347	NY/0717	pigeon	Columbiformes	COL	North America	USA	NY	NE	ATL	2007
II	VIa	JX901338	OH/0709	pigeon	Columbiformes	COL	North America	USA	OH	MW	MIS	2007
II	VIa	JX901329	PA/0701	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901330	PA/0702	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901333	PA/0704	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901334	PA/0705	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901335	PA/0706	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901340	PA/0711	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901346	PA/0716	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901348	PA/0718	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901350	PA/0720	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901352	PA/0723	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901353	PA/0724	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901354	PA/0725	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901355	PA/0726	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901356	PA/0727	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIa	JX901357	PA/0728	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
